time_s,stage,pressure,volume,displacement,transducers,cell_pressure,back_pressure,pore_pressure,axial_displacement,cell_volume,back_volume,axial_load,local_axial_1_mv,local_axial_2_mv,local_radial_mv
33.0,Saturation,,,,"[-0.252, -1.985, -7.566, -0.148, -0.135, -0.127, -0.001, -0.001]",,,-1.985,-7.566,,,-0.252,-0.148,-0.135,-0.127
34.0,Saturation,,,,"[-0.254, -1.985, -7.564, -0.146, -0.128, -0.126, -0.001, -0.001]",,,-1.985,-7.564,,,-0.254,-0.146,-0.128,-0.126
35.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.14, -0.128, -0.13, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.14,-0.128,-0.13
36.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.143, -0.131, -0.134, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.143,-0.131,-0.134
37.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.14, -0.127, -0.13, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.14,-0.127,-0.13
38.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.135, -0.124, -0.119, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.135,-0.124,-0.119
39.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.136, -0.127, -0.124, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.136,-0.127,-0.124
40.0,Saturation,,,,"[-0.254, -1.773, -7.566, -0.143, -0.123, -0.121, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.143,-0.123,-0.121
41.0,Saturation,,,,"[-0.254, -1.773, -7.566, -0.145, -0.131, -0.115, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.145,-0.131,-0.115
42.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.15, -0.129, -0.128, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.15,-0.129,-0.128
43.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.137, -0.112, -0.113, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.137,-0.112,-0.113
44.01,Saturation,,,,"[-0.252, -1.773, -7.566, -0.153, -0.145, -0.141, -0.001, -0.001]",,,-1.773,-7.566,,,-0.252,-0.153,-0.145,-0.141
45.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.16, -0.143, -0.135, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.16,-0.143,-0.135
46.0,Saturation,,,,"[-0.254, -1.773, -7.564, -0.148, -0.142, -0.138, -0.001, -0.001]",,,-1.773,-7.564,,,-0.254,-0.148,-0.142,-0.138
47.0,Saturation,,,,"[-0.254, -1.985, -7.566, -0.154, -0.138, -0.141, -0.001, -0.001]",,,-1.985,-7.566,,,-0.254,-0.154,-0.138,-0.141
48.0,Saturation,,,,"[-0.254, -1.773, -7.566, -0.147, -0.139, -0.139, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.147,-0.139,-0.139
49.0,Saturation,,,,"[-0.254, -1.773, -7.566, -0.149, -0.143, -0.142, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.149,-0.143,-0.142
50.01,Saturation,,,,"[-0.252, -1.773, -7.564, -0.144, -0.132, -0.117, -0.001, -0.001]",,,-1.773,-7.564,,,-0.252,-0.144,-0.132,-0.117
51.01,Saturation,,,,"[-0.254, -1.773, -7.566, -0.151, -0.142, -0.139, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.151,-0.142,-0.139
52.01,Saturation,,,,"[-0.254, -1.773, -7.566, -0.155, -0.14, -0.128, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.155,-0.14,-0.128
53.02,Saturation,,,,"[-0.254, -1.773, -7.566, -0.161, -0.147, -0.143, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.161,-0.147,-0.143
54.01,Saturation,,,,"[-0.254, -1.773, -7.566, -0.163, -0.147, -0.143, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.163,-0.147,-0.143
55.01,Saturation,,,,"[-0.252, -1.773, -7.566, -0.154, -0.146, -0.132, -0.001, -0.001]",,,-1.773,-7.566,,,-0.252,-0.154,-0.146,-0.132
56.01,Saturation,,,,"[-0.254, -1.773, -7.566, -0.144, -0.127, -0.121, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.144,-0.127,-0.121
57.01,Saturation,,,,"[-0.252, -1.773, -7.566, -0.142, -0.13, -0.128, -0.001, -0.001]",,,-1.773,-7.566,,,-0.252,-0.142,-0.13,-0.128
58.03,Saturation,,,,"[-0.254, -1.773, -7.566, -0.154, -0.14, -0.138, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.154,-0.14,-0.138
59.04,Saturation,,,,"[-0.252, -1.773, -7.566, -0.144, -0.128, -0.127, -0.001, -0.001]",,,-1.773,-7.566,,,-0.252,-0.144,-0.128,-0.127
60.03,Saturation,,,,"[-0.254, -1.773, -7.566, -0.151, -0.136, -0.14, -0.001, -0.001]",,,-1.773,-7.566,,,-0.254,-0.151,-0.136,-0.14
